"","X","station","variable","method","coefficient","p","df","lon","lat","season","var","significance","data","country"
"28654",51142,63571,"avg_temp.DJF","Bias",-0.250520560411966,NA,NA,134.848333333333,34.31,"DJF","avg_temp",NA,"JRA55","amedas"
"35524",51343,63571,"avg_temp.JJA","Bias",0.300395304361967,NA,NA,134.848333333333,34.31,"JJA","avg_temp",NA,"NCEP2","amedas"
"35514",51243,63571,"avg_temp.MAM","Bias",0.0505520121256434,NA,NA,134.848333333333,34.31,"MAM","avg_temp",NA,"NCEP2","amedas"
"28684",51442,63571,"avg_temp.SON","Bias",-0.173126780192091,NA,NA,134.848333333333,34.31,"SON","avg_temp",NA,"JRA55","amedas"
"21849",5159,63571,"pre.ANN","Bias",-0.127452948265142,NA,NA,134.848333333333,34.31,"ANN","pre",NA,"ERA5","amedas"
"21809",51191,63571,"pre.DJF","Bias",0.594594953811516,NA,NA,134.848333333333,34.31,"DJF","pre",NA,"ERA5","amedas"
"42379",51393,63571,"pre.JJA","Bias",0.0517041896150105,NA,NA,134.848333333333,34.31,"JJA","pre",NA,"CRU","amedas"
"42369",51293,63571,"pre.MAM","Bias",0.185291159845166,NA,NA,134.848333333333,34.31,"MAM","pre",NA,"CRU","amedas"
"21839",5149,63571,"pre.SON","Bias",-0.311041458321441,NA,NA,134.848333333333,34.31,"SON","pre",NA,"ERA5","amedas"
"28744",52142,64036,"avg_temp.ANN","Bias",-0.24946802775068,NA,NA,135.831666666667,34.6733333333333,"ANN","avg_temp",NA,"JRA55","amedas"
"35554",51743,64036,"avg_temp.DJF","Bias",0.841542561848917,NA,NA,135.831666666667,34.6733333333333,"DJF","avg_temp",NA,"NCEP2","amedas"
"35574",51943,64036,"avg_temp.JJA","Bias",0.589511362711567,NA,NA,135.831666666667,34.6733333333333,"JJA","avg_temp",NA,"NCEP2","amedas"
"21864",51841,64036,"avg_temp.MAM","Bias",-0.132484537760375,NA,NA,135.831666666667,34.6733333333333,"MAM","avg_temp",NA,"ERA5","amedas"
"35584",52043,64036,"avg_temp.SON","Bias",0.338543904622366,NA,NA,135.831666666667,34.6733333333333,"SON","avg_temp",NA,"NCEP2","amedas"
"21899",52191,64036,"pre.ANN","Bias",-0.0697448676955213,NA,NA,135.831666666667,34.6733333333333,"ANN","pre",NA,"ERA5","amedas"
"28709",51791,64036,"pre.DJF","Bias",0.244487695993032,NA,NA,135.831666666667,34.6733333333333,"DJF","pre",NA,"JRA55","amedas"
"21879",5199,64036,"pre.JJA","Bias",0.65124480236681,NA,NA,135.831666666667,34.6733333333333,"JJA","pre",NA,"ERA5","amedas"
"21869",5189,64036,"pre.MAM","Bias",-0.0110623812180518,NA,NA,135.831666666667,34.6733333333333,"MAM","pre",NA,"ERA5","amedas"
"21889",5209,64036,"pre.SON","Bias",0.106660706008732,NA,NA,135.831666666667,34.6733333333333,"SON","pre",NA,"ERA5","amedas"
"21944",52741,65042,"avg_temp.ANN","Bias",-0.263054402669269,NA,NA,135.163333333333,34.2283333333333,"ANN","avg_temp",NA,"ERA5","amedas"
"21904",52341,65042,"avg_temp.DJF","Bias",-0.445910396420853,NA,NA,135.163333333333,34.2283333333333,"DJF","avg_temp",NA,"ERA5","amedas"
"21924",52541,65042,"avg_temp.JJA","Bias",-0.0426633199056085,NA,NA,135.163333333333,34.2283333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"21914",52441,65042,"avg_temp.MAM","Bias",-0.372240651448564,NA,NA,135.163333333333,34.2283333333333,"MAM","avg_temp",NA,"ERA5","amedas"
"21934",52641,65042,"avg_temp.SON","Bias",-0.196618804931626,NA,NA,135.163333333333,34.2283333333333,"SON","avg_temp",NA,"ERA5","amedas"
"35649",52792,65042,"pre.ANN","Bias",-0.264309543975376,NA,NA,135.163333333333,34.2283333333333,"ANN","pre",NA,"NCEP2","amedas"
"42459",52393,65042,"pre.DJF","Bias",-0.0769464596270001,NA,NA,135.163333333333,34.2283333333333,"DJF","pre",NA,"CRU","amedas"
"35629",52592,65042,"pre.JJA","Bias",0.312663517019194,NA,NA,135.163333333333,34.2283333333333,"JJA","pre",NA,"NCEP2","amedas"
"35619",52492,65042,"pre.MAM","Bias",-0.310911039747452,NA,NA,135.163333333333,34.2283333333333,"MAM","pre",NA,"NCEP2","amedas"
"35639",52692,65042,"pre.SON","Bias",-0.199890968103775,NA,NA,135.163333333333,34.2283333333333,"SON","pre",NA,"NCEP2","amedas"
"28844",53342,65121,"avg_temp.ANN","Bias",1.78349095662432,NA,NA,135.425,34.0866666666667,"ANN","avg_temp",NA,"JRA55","amedas"
"28804",52942,65121,"avg_temp.DJF","Bias",1.44605750107177,NA,NA,135.425,34.0866666666667,"DJF","avg_temp",NA,"JRA55","amedas"
"35674",53143,65121,"avg_temp.JJA","Bias",-0.908062540690158,NA,NA,135.425,34.0866666666667,"JJA","avg_temp",NA,"NCEP2","amedas"
"35664",53043,65121,"avg_temp.MAM","Bias",-1.82481318155925,NA,NA,135.425,34.0866666666667,"MAM","avg_temp",NA,"NCEP2","amedas"
"28834",53242,65121,"avg_temp.SON","Bias",1.66761540730791,NA,NA,135.425,34.0866666666667,"SON","avg_temp",NA,"JRA55","amedas"
"42549",53393,65121,"pre.ANN","Bias",-0.0291935984604066,NA,NA,135.425,34.0866666666667,"ANN","pre",NA,"CRU","amedas"
"42509",52993,65121,"pre.DJF","Bias",0.489967983270428,NA,NA,135.425,34.0866666666667,"DJF","pre",NA,"CRU","amedas"
"42529",53194,65121,"pre.JJA","Bias",-0.55217034315977,NA,NA,135.425,34.0866666666667,"JJA","pre",NA,"CRU","amedas"
"42519",53093,65121,"pre.MAM","Bias",-0.105320864646666,NA,NA,135.425,34.0866666666667,"MAM","pre",NA,"CRU","amedas"
"42539",53293,65121,"pre.SON","Bias",0.0599891654394004,NA,NA,135.425,34.0866666666667,"SON","pre",NA,"CRU","amedas"
"42594",53944,65356,"avg_temp.ANN","Bias",1.70354141717163,NA,NA,135.756666666667,33.45,"ANN","avg_temp",NA,"CRU","amedas"
"42554",53544,65356,"avg_temp.DJF","Bias",1.93902430912352,NA,NA,135.756666666667,33.45,"DJF","avg_temp",NA,"CRU","amedas"
"22024",53741,65356,"avg_temp.JJA","Bias",1.01319859822591,NA,NA,135.756666666667,33.45,"JJA","avg_temp",NA,"ERA5","amedas"
"22014",53641,65356,"avg_temp.MAM","Bias",1.21271886189774,NA,NA,135.756666666667,33.45,"MAM","avg_temp",NA,"ERA5","amedas"
"42584",53844,65356,"avg_temp.SON","Bias",1.90083299477898,NA,NA,135.756666666667,33.45,"SON","avg_temp",NA,"CRU","amedas"
"35749",53992,65356,"pre.ANN","Bias",0.481758044350277,NA,NA,135.756666666667,33.45,"ANN","pre",NA,"NCEP2","amedas"
"42559",53593,65356,"pre.DJF","Bias",-0.394288095111612,NA,NA,135.756666666667,33.45,"DJF","pre",NA,"CRU","amedas"
"22029",5379,65356,"pre.JJA","Bias",-0.707380314929215,NA,NA,135.756666666667,33.45,"JJA","pre",NA,"ERA5","amedas"
"22019",5369,65356,"pre.MAM","Bias",-0.134631503947267,NA,NA,135.756666666667,33.45,"MAM","pre",NA,"ERA5","amedas"
"35739",53892,65356,"pre.SON","Bias",0.0776224727564412,NA,NA,135.756666666667,33.45,"SON","pre",NA,"NCEP2","amedas"
"35794",54542,66186,"avg_temp.ANN","Bias",-0.321651903788266,NA,NA,134.008333333333,35.0633333333333,"ANN","avg_temp",NA,"NCEP2","amedas"
"22054",5414,66186,"avg_temp.DJF","Bias",0.599245570733287,NA,NA,134.008333333333,35.0633333333333,"DJF","avg_temp",NA,"ERA5","amedas"
"22074",5434,66186,"avg_temp.JJA","Bias",0.460531870524042,NA,NA,134.008333333333,35.0633333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"35764",54242,66186,"avg_temp.MAM","Bias",-0.0330922953287673,NA,NA,134.008333333333,35.0633333333333,"MAM","avg_temp",NA,"NCEP2","amedas"
"22084",5444,66186,"avg_temp.SON","Bias",0.475769907633475,NA,NA,134.008333333333,35.0633333333333,"SON","avg_temp",NA,"ERA5","amedas"
"42649",54593,66186,"pre.ANN","Bias",-0.168488864602454,NA,NA,134.008333333333,35.0633333333333,"ANN","pre",NA,"CRU","amedas"
"35759",54192,66186,"pre.DJF","Bias",-0.0439696954799296,NA,NA,134.008333333333,35.0633333333333,"DJF","pre",NA,"NCEP2","amedas"
"42629",54393,66186,"pre.JJA","Bias",-0.587302141360489,NA,NA,134.008333333333,35.0633333333333,"JJA","pre",NA,"CRU","amedas"
"28919",54291,66186,"pre.MAM","Bias",-0.342136624243952,NA,NA,134.008333333333,35.0633333333333,"MAM","pre",NA,"JRA55","amedas"
"42639",54493,66186,"pre.SON","Bias",-0.109599563075648,NA,NA,134.008333333333,35.0633333333333,"SON","pre",NA,"CRU","amedas"
"42694",55144,66408,"avg_temp.ANN","Bias",0.141874747475026,NA,NA,133.915,34.66,"ANN","avg_temp",NA,"CRU","amedas"
"42654",54743,66408,"avg_temp.DJF","Bias",-0.758943224147076,NA,NA,133.915,34.66,"DJF","avg_temp",NA,"CRU","amedas"
"28974",54941,66408,"avg_temp.JJA","Bias",0.507871398925767,NA,NA,133.915,34.66,"JJA","avg_temp",NA,"JRA55","amedas"
"35814",54842,66408,"avg_temp.MAM","Bias",-0.2414256286621,NA,NA,133.915,34.66,"MAM","avg_temp",NA,"NCEP2","amedas"
"42684",55043,66408,"avg_temp.SON","Bias",-0.209166943232175,NA,NA,133.915,34.66,"SON","avg_temp",NA,"CRU","amedas"
"22149",55191,66408,"pre.ANN","Bias",-0.900703548390185,NA,NA,133.915,34.66,"ANN","pre",NA,"ERA5","amedas"
"35809",54792,66408,"pre.DJF","Bias",-0.401953191789547,NA,NA,133.915,34.66,"DJF","pre",NA,"NCEP2","amedas"
"42679",54993,66408,"pre.JJA","Bias",0.0507820893017679,NA,NA,133.915,34.66,"JJA","pre",NA,"CRU","amedas"
"22119",5489,66408,"pre.MAM","Bias",-1.15993502577386,NA,NA,133.915,34.66,"MAM","pre",NA,"ERA5","amedas"
"35839",55092,66408,"pre.SON","Bias",0.0078425573392604,NA,NA,133.915,34.66,"SON","pre",NA,"NCEP2","amedas"
"22194",55741,67401,"avg_temp.ANN","Bias",0.0815009816486999,NA,NA,133.246666666667,34.4466666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"35854",55343,67401,"avg_temp.DJF","Bias",0.581325003771264,NA,NA,133.246666666667,34.4466666666667,"DJF","avg_temp",NA,"NCEP2","amedas"
"35874",55543,67401,"avg_temp.JJA","Bias",0.8387286376953,NA,NA,133.246666666667,34.4466666666667,"JJA","avg_temp",NA,"NCEP2","amedas"
"29014",55442,67401,"avg_temp.MAM","Bias",0.711838022867819,NA,NA,133.246666666667,34.4466666666667,"MAM","avg_temp",NA,"JRA55","amedas"
"35884",55643,67401,"avg_temp.SON","Bias",0.475743255615186,NA,NA,133.246666666667,34.4466666666667,"SON","avg_temp",NA,"NCEP2","amedas"
"42749",55793,67401,"pre.ANN","Bias",0.0967436387919163,NA,NA,133.246666666667,34.4466666666667,"ANN","pre",NA,"CRU","amedas"
"42709",55393,67401,"pre.DJF","Bias",0.464086470021829,NA,NA,133.246666666667,34.4466666666667,"DJF","pre",NA,"CRU","amedas"
"42729",55593,67401,"pre.JJA","Bias",-0.477801177185496,NA,NA,133.246666666667,34.4466666666667,"JJA","pre",NA,"CRU","amedas"
"42719",55493,67401,"pre.MAM","Bias",-0.0348808816684186,NA,NA,133.246666666667,34.4466666666667,"MAM","pre",NA,"CRU","amedas"
"22189",5569,67401,"pre.SON","Bias",-0.339105043776941,NA,NA,133.246666666667,34.4466666666667,"SON","pre",NA,"ERA5","amedas"
"35944",56343,67437,"avg_temp.ANN","Bias",2.66078826904295,NA,NA,132.463333333333,34.3983333333333,"ANN","avg_temp",NA,"NCEP2","amedas"
"35904",55943,67437,"avg_temp.DJF","Bias",1.29470115599589,NA,NA,132.463333333333,34.3983333333333,"DJF","avg_temp",NA,"NCEP2","amedas"
"22224",56141,67437,"avg_temp.JJA","Bias",2.75420837402342,NA,NA,132.463333333333,34.3983333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"22214",56041,67437,"avg_temp.MAM","Bias",2.15839314778648,NA,NA,132.463333333333,34.3983333333333,"MAM","avg_temp",NA,"ERA5","amedas"
"35934",56243,67437,"avg_temp.SON","Bias",1.27701858520505,NA,NA,132.463333333333,34.3983333333333,"SON","avg_temp",NA,"NCEP2","amedas"
"29099",56391,67437,"pre.ANN","Bias",2.05490233718708,NA,NA,132.463333333333,34.3983333333333,"ANN","pre",NA,"JRA55","amedas"
"35909",55992,67437,"pre.DJF","Bias",2.93911399223973,NA,NA,132.463333333333,34.3983333333333,"DJF","pre",NA,"NCEP2","amedas"
"42779",56194,67437,"pre.JJA","Bias",0.936310845720297,NA,NA,132.463333333333,34.3983333333333,"JJA","pre",NA,"CRU","amedas"
"29069",56091,67437,"pre.MAM","Bias",0.496519849770385,NA,NA,132.463333333333,34.3983333333333,"MAM","pre",NA,"JRA55","amedas"
"42789",56293,67437,"pre.SON","Bias",2.5237051230434,NA,NA,132.463333333333,34.3983333333333,"SON","pre",NA,"CRU","amedas"
"35994",56943,67511,"avg_temp.ANN","Bias",-0.696737772623718,NA,NA,132.55,34.24,"ANN","avg_temp",NA,"NCEP2","amedas"
"35954",56543,67511,"avg_temp.DJF","Bias",-1.31420345151329,NA,NA,132.55,34.24,"DJF","avg_temp",NA,"NCEP2","amedas"
"35974",56743,67511,"avg_temp.JJA","Bias",-0.2487713623047,NA,NA,132.55,34.24,"JJA","avg_temp",NA,"NCEP2","amedas"
"35964",56643,67511,"avg_temp.MAM","Bias",0.09971867879231,NA,NA,132.55,34.24,"MAM","avg_temp",NA,"NCEP2","amedas"
"35984",56843,67511,"avg_temp.SON","Bias",-1.35175674438481,NA,NA,132.55,34.24,"SON","avg_temp",NA,"NCEP2","amedas"
"22299",5699,67511,"pre.ANN","Bias",0.0168771206027637,NA,NA,132.55,34.24,"ANN","pre",NA,"ERA5","amedas"
"42809",56593,67511,"pre.DJF","Bias",0.039731478389828,NA,NA,132.55,34.24,"DJF","pre",NA,"CRU","amedas"
"29129",56791,67511,"pre.JJA","Bias",-0.417474080841174,NA,NA,132.55,34.24,"JJA","pre",NA,"JRA55","amedas"
"35969",56692,67511,"pre.MAM","Bias",0.18400433094512,NA,NA,132.55,34.24,"MAM","pre",NA,"NCEP2","amedas"
"22289",5689,67511,"pre.SON","Bias",0.118911390729861,NA,NA,132.55,34.24,"SON","pre",NA,"ERA5","amedas"
"22344",57541,68022,"avg_temp.ANN","Bias",-0.585127792358408,NA,NA,133.333333333333,36.2033333333333,"ANN","avg_temp",NA,"ERA5","amedas"
"22304",57141,68022,"avg_temp.DJF","Bias",-1.00624282960967,NA,NA,133.333333333333,36.2033333333333,"DJF","avg_temp",NA,"ERA5","amedas"
"22324",57341,68022,"avg_temp.JJA","Bias",-0.0889891052246417,NA,NA,133.333333333333,36.2033333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"22314",57241,68022,"avg_temp.MAM","Bias",-0.5313289388021,NA,NA,133.333333333333,36.2033333333333,"MAM","avg_temp",NA,"ERA5","amedas"
"22334",57441,68022,"avg_temp.SON","Bias",-0.714637247721358,NA,NA,133.333333333333,36.2033333333333,"SON","avg_temp",NA,"ERA5","amedas"
"29199",57591,68022,"pre.ANN","Bias",4.83393402646519,NA,NA,133.333333333333,36.2033333333333,"ANN","pre",NA,"JRA55","amedas"
"29159",57192,68022,"pre.DJF","Bias",4.72131190786454,NA,NA,133.333333333333,36.2033333333333,"DJF","pre",NA,"JRA55","amedas"
"42879",57393,68022,"pre.JJA","Bias",3.33150335653708,NA,NA,133.333333333333,36.2033333333333,"JJA","pre",NA,"CRU","amedas"
"29169",57291,68022,"pre.MAM","Bias",6.33219010766689,NA,NA,133.333333333333,36.2033333333333,"MAM","pre",NA,"JRA55","amedas"
"29189",57491,68022,"pre.SON","Bias",4.83364172057012,NA,NA,133.333333333333,36.2033333333333,"SON","pre",NA,"JRA55","amedas"
"22394",58141,68132,"avg_temp.ANN","Bias",-0.0610500208536942,NA,NA,133.065,35.4566666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"22354",57741,68132,"avg_temp.DJF","Bias",-0.702562310443658,NA,NA,133.065,35.4566666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"36074",57943,68132,"avg_temp.JJA","Bias",-0.160947926839267,NA,NA,133.065,35.4566666666667,"JJA","avg_temp",NA,"NCEP2","amedas"
"22364",57841,68132,"avg_temp.MAM","Bias",-0.0175743103027579,NA,NA,133.065,35.4566666666667,"MAM","avg_temp",NA,"ERA5","amedas"
"22384",58041,68132,"avg_temp.SON","Bias",-0.324345194498709,NA,NA,133.065,35.4566666666667,"SON","avg_temp",NA,"ERA5","amedas"
"29249",58192,68132,"pre.ANN","Bias",1.12836429031458,NA,NA,133.065,35.4566666666667,"ANN","pre",NA,"JRA55","amedas"
"29209",57791,68132,"pre.DJF","Bias",1.43020475871431,NA,NA,133.065,35.4566666666667,"DJF","pre",NA,"JRA55","amedas"
"29229",57991,68132,"pre.JJA","Bias",0.199290329581094,NA,NA,133.065,35.4566666666667,"JJA","pre",NA,"JRA55","amedas"
"29219",57891,68132,"pre.MAM","Bias",0.538168507784496,NA,NA,133.065,35.4566666666667,"MAM","pre",NA,"JRA55","amedas"
"42939",58093,68132,"pre.SON","Bias",2.26669074771225,NA,NA,133.065,35.4566666666667,"SON","pre",NA,"CRU","amedas"
"42994",58744,68376,"avg_temp.ANN","Bias",0.180207941532249,NA,NA,132.07,34.8966666666667,"ANN","avg_temp",NA,"CRU","amedas"
"42954",58344,68376,"avg_temp.DJF","Bias",0.110162221707,NA,NA,132.07,34.8966666666667,"DJF","avg_temp",NA,"CRU","amedas"
"29274",58542,68376,"avg_temp.JJA","Bias",-0.135002950032566,NA,NA,132.07,34.8966666666667,"JJA","avg_temp",NA,"JRA55","amedas"
"42964",58444,68376,"avg_temp.MAM","Bias",0.25666624069226,NA,NA,132.07,34.8966666666667,"MAM","avg_temp",NA,"CRU","amedas"
"42984",58644,68376,"avg_temp.SON","Bias",0.183332948684851,NA,NA,132.07,34.8966666666667,"SON","avg_temp",NA,"CRU","amedas"
"42999",58793,68376,"pre.ANN","Bias",-0.0181869402438094,NA,NA,132.07,34.8966666666667,"ANN","pre",NA,"CRU","amedas"
"22409",5839,68376,"pre.DJF","Bias",-0.0647223816587315,NA,NA,132.07,34.8966666666667,"DJF","pre",NA,"ERA5","amedas"
"42979",58593,68376,"pre.JJA","Bias",0.461379822830146,NA,NA,132.07,34.8966666666667,"JJA","pre",NA,"CRU","amedas"
"22419",5849,68376,"pre.MAM","Bias",0.281245344766938,NA,NA,132.07,34.8966666666667,"MAM","pre",NA,"ERA5","amedas"
"36139",58692,68376,"pre.SON","Bias",-0.231968470158563,NA,NA,132.07,34.8966666666667,"SON","pre",NA,"NCEP2","amedas"
"22494",59341,69006,"avg_temp.ANN","Bias",1.47832782745364,NA,NA,133.235,35.5433333333333,"ANN","avg_temp",NA,"ERA5","amedas"
"22454",58941,69006,"avg_temp.DJF","Bias",1.42553093142624,NA,NA,133.235,35.5433333333333,"DJF","avg_temp",NA,"ERA5","amedas"
"22474",59141,69006,"avg_temp.JJA","Bias",1.62508219401046,NA,NA,133.235,35.5433333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"22464",59041,69006,"avg_temp.MAM","Bias",1.43603754679365,NA,NA,133.235,35.5433333333333,"MAM","avg_temp",NA,"ERA5","amedas"
"22484",59241,69006,"avg_temp.SON","Bias",1.43782374064131,NA,NA,133.235,35.5433333333333,"SON","avg_temp",NA,"ERA5","amedas"
"29349",59391,69006,"pre.ANN","Bias",-0.0759139541180642,NA,NA,133.235,35.5433333333333,"ANN","pre",NA,"JRA55","amedas"
"36159",58992,69006,"pre.DJF","Bias",-0.14539350522546,NA,NA,133.235,35.5433333333333,"DJF","pre",NA,"NCEP2","amedas"
"43029",59194,69006,"pre.JJA","Bias",0.0147713780830393,NA,NA,133.235,35.5433333333333,"JJA","pre",NA,"CRU","amedas"
"43019",59093,69006,"pre.MAM","Bias",-0.0851963160114913,NA,NA,133.235,35.5433333333333,"MAM","pre",NA,"CRU","amedas"
"43039",59293,69006,"pre.SON","Bias",-0.21563807489197,NA,NA,133.235,35.5433333333333,"SON","pre",NA,"CRU","amedas"
"22544",59941,69076,"avg_temp.ANN","Bias",0.609044316609687,NA,NA,133.338333333333,35.4333333333333,"ANN","avg_temp",NA,"ERA5","amedas"
"22504",59541,69076,"avg_temp.DJF","Bias",0.826223209039882,NA,NA,133.338333333333,35.4333333333333,"DJF","avg_temp",NA,"ERA5","amedas"
"22524",59741,69076,"avg_temp.JJA","Bias",0.389397226969391,NA,NA,133.338333333333,35.4333333333333,"JJA","avg_temp",NA,"ERA5","amedas"
"22514",59641,69076,"avg_temp.MAM","Bias",0.538472391764354,NA,NA,133.338333333333,35.4333333333333,"MAM","avg_temp",NA,"ERA5","amedas"
"22534",59841,69076,"avg_temp.SON","Bias",0.6831107076009,NA,NA,133.338333333333,35.4333333333333,"SON","avg_temp",NA,"ERA5","amedas"
"36249",59992,69076,"pre.ANN","Bias",0.0397527788543752,NA,NA,133.338333333333,35.4333333333333,"ANN","pre",NA,"NCEP2","amedas"
"43059",59593,69076,"pre.DJF","Bias",0.131947799781129,NA,NA,133.338333333333,35.4333333333333,"DJF","pre",NA,"CRU","amedas"
"36229",59792,69076,"pre.JJA","Bias",0.147574313938881,NA,NA,133.338333333333,35.4333333333333,"JJA","pre",NA,"NCEP2","amedas"
"36219",59692,69076,"pre.MAM","Bias",-0.0143565181733486,NA,NA,133.338333333333,35.4333333333333,"MAM","pre",NA,"NCEP2","amedas"
"43089",59893,69076,"pre.SON","Bias",0.103559089783699,NA,NA,133.338333333333,35.4333333333333,"SON","pre",NA,"CRU","amedas"
"22594",6054,69122,"avg_temp.ANN","Bias",0.249059804280628,NA,NA,134.238333333333,35.4866666666667,"ANN","avg_temp",NA,"ERA5","amedas"
"22554",6014,69122,"avg_temp.DJF","Bias",0.331297339462676,NA,NA,134.238333333333,35.4866666666667,"DJF","avg_temp",NA,"ERA5","amedas"
"22574",6034,69122,"avg_temp.JJA","Bias",-0.0320405069986498,NA,NA,134.238333333333,35.4866666666667,"JJA","avg_temp",NA,"ERA5","amedas"
"22564",6024,69122,"avg_temp.MAM","Bias",0.210835062662786,NA,NA,134.238333333333,35.4866666666667,"MAM","avg_temp",NA,"ERA5","amedas"
"22584",6044,69122,"avg_temp.SON","Bias",0.483490956624375,NA,NA,134.238333333333,35.4866666666667,"SON","avg_temp",NA,"ERA5","amedas"
"36299",60592,69122,"pre.ANN","Bias",-0.106652831104661,NA,NA,134.238333333333,35.4866666666667,"ANN","pre",NA,"NCEP2","amedas"
"43109",60193,69122,"pre.DJF","Bias",-0.0858553360956881,NA,NA,134.238333333333,35.4866666666667,"DJF","pre",NA,"CRU","amedas"
"36279",60392,69122,"pre.JJA","Bias",0.0960823784550117,NA,NA,134.238333333333,35.4866666666667,"JJA","pre",NA,"NCEP2","amedas"
"36269",60292,69122,"pre.MAM","Bias",-0.0765697798220937,NA,NA,134.238333333333,35.4866666666667,"MAM","pre",NA,"NCEP2","amedas"
"36289",60492,69122,"pre.SON","Bias",0.02731736346234,NA,NA,134.238333333333,35.4866666666667,"SON","pre",NA,"NCEP2","amedas"
"43194",61144,71106,"avg_temp.ANN","Bias",1.09604144082721,NA,NA,134.571666666667,34.0666666666667,"ANN","avg_temp",NA,"CRU","amedas"
"43154",60743,71106,"avg_temp.DJF","Bias",1.20894305564288,NA,NA,134.571666666667,34.0666666666667,"DJF","avg_temp",NA,"CRU","amedas"
"43174",60943,71106,"avg_temp.JJA","Bias",0.961666272481451,NA,NA,134.571666666667,34.0666666666667,"JJA","avg_temp",NA,"CRU","amedas"
"43164",60843,71106,"avg_temp.MAM","Bias",1.2233331477642,NA,NA,134.571666666667,34.0666666666667,"MAM","avg_temp",NA,"CRU","amedas"
"43184",61043,71106,"avg_temp.SON","Bias",0.991666375796005,NA,NA,134.571666666667,34.0666666666667,"SON","avg_temp",NA,"CRU","amedas"
"36349",61192,71106,"pre.ANN","Bias",0.0253255766094918,NA,NA,134.571666666667,34.0666666666667,"ANN","pre",NA,"NCEP2","amedas"
"43159",60793,71106,"pre.DJF","Bias",0.153479449289943,NA,NA,134.571666666667,34.0666666666667,"DJF","pre",NA,"CRU","amedas"
"43179",60993,71106,"pre.JJA","Bias",0.204028574352196,NA,NA,134.571666666667,34.0666666666667,"JJA","pre",NA,"CRU","amedas"
"43169",60893,71106,"pre.MAM","Bias",-0.0758100902051481,NA,NA,134.571666666667,34.0666666666667,"MAM","pre",NA,"CRU","amedas"
"43189",61093,71106,"pre.SON","Bias",-0.109987519112111,NA,NA,134.571666666667,34.0666666666667,"SON","pre",NA,"CRU","amedas"
"29544",61742,72086,"avg_temp.ANN","Bias",0.28215550740557,NA,NA,134.053333333333,34.3183333333333,"ANN","avg_temp",NA,"JRA55","amedas"
"36354",61343,72086,"avg_temp.DJF","Bias",0.624485493481609,NA,NA,134.053333333333,34.3183333333333,"DJF","avg_temp",NA,"NCEP2","amedas"
"36374",61543,72086,"avg_temp.JJA","Bias",1.43757278442383,NA,NA,134.053333333333,34.3183333333333,"JJA","avg_temp",NA,"NCEP2","amedas"
"29514",61442,72086,"avg_temp.MAM","Bias",0.558576304117828,NA,NA,134.053333333333,34.3183333333333,"MAM","avg_temp",NA,"JRA55","amedas"
"29534",61642,72086,"avg_temp.SON","Bias",-0.03320164998375,NA,NA,134.053333333333,34.3183333333333,"SON","avg_temp",NA,"JRA55","amedas"
"36399",61792,72086,"pre.ANN","Bias",-0.411389879974948,NA,NA,134.053333333333,34.3183333333333,"ANN","pre",NA,"NCEP2","amedas"
"36359",61392,72086,"pre.DJF","Bias",-0.53477280184222,NA,NA,134.053333333333,34.3183333333333,"DJF","pre",NA,"NCEP2","amedas"
"36379",61592,72086,"pre.JJA","Bias",-0.437325792141455,NA,NA,134.053333333333,34.3183333333333,"JJA","pre",NA,"NCEP2","amedas"
"36369",61492,72086,"pre.MAM","Bias",-0.833279898954684,NA,NA,134.053333333333,34.3183333333333,"MAM","pre",NA,"NCEP2","amedas"
"36389",61692,72086,"pre.SON","Bias",0.15621227457095,NA,NA,134.053333333333,34.3183333333333,"SON","pre",NA,"NCEP2","amedas"
"29594",62342,73166,"avg_temp.ANN","Bias",0.117927805582647,NA,NA,132.793333333333,33.835,"ANN","avg_temp",NA,"JRA55","amedas"
"22704",61941,73166,"avg_temp.DJF","Bias",0.755836424788762,NA,NA,132.793333333333,33.835,"DJF","avg_temp",NA,"ERA5","amedas"
"43274",62144,73166,"avg_temp.JJA","Bias",0.172499698003142,NA,NA,132.793333333333,33.835,"JJA","avg_temp",NA,"CRU","amedas"
"36414",62043,73166,"avg_temp.MAM","Bias",0.11512278238929,NA,NA,132.793333333333,33.835,"MAM","avg_temp",NA,"NCEP2","amedas"
"22734",62241,73166,"avg_temp.SON","Bias",0.139637603759729,NA,NA,132.793333333333,33.835,"SON","avg_temp",NA,"ERA5","amedas"
"43299",62393,73166,"pre.ANN","Bias",-0.177437867387697,NA,NA,132.793333333333,33.835,"ANN","pre",NA,"CRU","amedas"
"43259",61993,73166,"pre.DJF","Bias",-0.165759083550568,NA,NA,132.793333333333,33.835,"DJF","pre",NA,"CRU","amedas"
"29579",62191,73166,"pre.JJA","Bias",-0.12451425641241,NA,NA,132.793333333333,33.835,"JJA","pre",NA,"JRA55","amedas"
"36419",62092,73166,"pre.MAM","Bias",-0.0124420662277992,NA,NA,132.793333333333,33.835,"MAM","pre",NA,"NCEP2","amedas"
